chat_message,label
ㄴㅇㅅ,0
27층 살려줘..!!,5
망했네,6
다라이 살발하노,5
모니터를 지지기는 ㅋㅋㅋ,6
안 오나봐,6
엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
뒤에 2명 멍때리노,2
타점 보소,1
오너가 왜 박은거고,1
ㄷ재표님 ㅋㅋㅋㅋ,0
투 원딜,6
레츠고 지투~~,6
서전주 교감 나가라,6
쪽팔린다 ㅡㅡ,2
핸드메이드,6
{:d_116:},1
진짜.. 단타 무섭네 ㄷㄷ,5
홍명보제거/홍명보제거/,6
외인이,6
아오 홍명보야 이게 축구냐? 진짜 접어라 정몽규 개새야 넌 현대아웃이다,4
이걸?,6
세트 못짠 명보 아웃,6
바이킹 잉글랜드 정복,6
우 원 페,6
도배하지마 짱ㄲ들아,2
장대 양봉으로 전고탈환 출발 대기중~ 너만 오면 ㄱ,6
망함,5
하이닉스는 이제 쓰레기 잡주에요ㅠ,6
도란 ㅋㅋ,2
/채팅2배,6
44에서 7 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
메챠쿠챠포대장,6
슈붕어,6
또 케인이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
3000제한,6
직스를 못쓰는 팀,6
형 대우건설좀 봐줘요... 어찌헤야하나요 ㅠㅠ,6
쉘데르크 ㅁㅊ,1
골취소,6
으ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,3
치트엔진 서치 중 ㄷㄷ,1
개미지옥도 아님. 그냥 염라대왕도 줄서야됨,6
영도나봐요,6
와 드간거지,1
이번판 빡이네,6
"그게 뭐에요 토하고 먹고, 토하고 먹고...완전 삭이장애네",6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ55ㅅㅅㅅㅅㅅㅅㅅ55ㅅㅅ5ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
죠짐,5
오 무적존인가,6
허...,3
ㅇㅇ 맞음,6
채희준 민주기모찌,6
화내기 ㅋㅋ,6
살려달라구ㅜㅜㅜㅜㅡ,5
영!차!,6
몽규 얼굴 나오니까 골 먹히네ㅋㅋ,6
보러가지도 않네...,6
첨부터?,6
var로 취소될지도,6
160가줘 제발..,5
말투 ㅈㄴ웃기네,0
삼성전자가 버티면 다음주는 희망이 잇당,6
끼에엑,6
차트보면 사고 싶지 않음..,4
안 보이는데 어딧노,6
ㅈ같닼ㅋ,4
케인.,6
봤다,6
레오나 궁 하나에 어떻게 될 지 모르긴 함,6
슈불,5
바로 안오는게 더 불안한데ㅋㅋ,5
ㅇ ㅑ‘,6
속자,6
1인 기업세는 뭐야 ㅋㅋ,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
개판이네,4
ㄷㄷㄷㄷ ㅠㅠㅠ 녹아녹아 ㅠㅠ,5
/,6
점쟁이도 못발라먹어,6
계단식 하락 ㄴㅋㅋㅋ,6
어차피 망한거 더 망치고 욕이나 실컷 먹어라!!!!!!,2
시간파괴자진우,6
장난하냐,2
아시`ㄳ팔진짜,2
그저 영국흥민 ㅋㅋㅋ,6
ㅋㅋㅋㅋ병신 명보야 ~,4
룩삼 전 조회수 1위 영상을 아는 사람:,6
4848,6
와 소리,1
끝났네,6
개웃기네,0
뭐가 파울임 도대체 ㅋㅋㅋㅋㅋㅋㅋㅋ,6
바로 안오는게 더 불안한데ㅋㅋ,5
지누앤딩은 영도로 봐요,6
ㅈ같닼ㅋ,4
가랑이 사이로 못지나가나,6
으윽,6
하닉곱버스 거래대금 ㄷㄷㄷㄷ,1
놈뚜기,6
살려줘 ~~~~~~~~~,5
여기였꾸나!,6
드리리케요,6
ㅈㄴ무섭네,5
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
골 취 ㅅㅅㅅㅅ,0
미쳣다,1
홍명보 경질,4
베인 더럽다,6
진지 잡쉇어~~  습박ㅋㅋㅋ,6
조심해!!!!,5
어안이벙벙하네,6
골 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
슈카형 진심으로 좋아하네 표정이 ㅋㅋ,6
그냥 대화를 나간다는 의미에 떠난다같아요,6
와...,1
/저속모드,6
저자 창고,6
비응신ㅁ들,4
인게임 마이크 4칸짜리 소음 ㄱㄱ,6
ㅈ댓다,5
살려주세요~~~~~~~~~~~~,5
명보 꼴좋다,6
무서워요 ㅠㅠ,5
손흥민 빼라,4
명보야 나가 그냥,4
이태석은 언저 나가,6
와 개잘찻네,1
이제 텐백 가자,6
무섭다.. 난 안되겠다..,5
전기 죽어여.ㅠ,3
무섭노 ㄷㄷㄷ,6
스제,6
아 진짜 ㅈㄴ웃기네 ㅋㅋ,0
홍타쿠 ㄷㄷ,1
또 탑정글이다,2
머임?ㄷㄷ,1
표정 싱하형같네,6
골키퍼 뭐하는 놈이냐,2
엇박자,6
이게 도박이지 주식이냐,2
wwwwww,6
5칸임,6
병신들 집에가라,4
이게 무슨 우기면 골취소여,6
찰박찰박,6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
쳐다만보냐,2
엔화 파격할인,6
줴줴이야 ㅋㅋㅋㅋ,6
캬ㅑㅑ',1
케엪씨!,6
ㄷㄷㄷㄷ ㅠㅠㅠ 녹아녹아 ㅠㅠ,5
지금이니.........,6
제발 살려주세요,6
ㅋㅋㅋㅋㅋㅋ명보한테 뭘바라노,4
말에 성조가있네 ㅋㅋ,6
한본어 ㅋㅋ,6
ㅋㅋㅋㅋㅋ 두가자,0
형 복구해야지,6
학폭 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃기노],0
계곡이냐?,6
뭔가 온다,5
선수좀 바까라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
역시 전직 삼성,6
망치형이에요 반등신호임,6
무관심,6
왼쪽 라인이 ㅄ인데,4
이캔들을 참네 진짜 슈카가,6
첨벙첨벙,6
이기혁 또 놓치냐...,3
진짜 홍명보 쳐 나가라,4
태극권 십고수네,6
v자 반등 안나와요?! ㅜㅜ,3
야이ㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣ,2
똑똑한 형 한마디만!!!,6
사무게탕,6
슈불,5
쩌억,6
컨텐츠로 물려보죠,6
주가랑 환율이랑 트레이드 중임?,6
소리 ㅅㅂ,1
2개 더있네,6
이게 뭔가요,1
대기업 윤 상,6
갸루귀신,6
....,3
노 네 지금 무  라고 현 노???,6
꼼깸 쳐내,4
손흥민 찬스 몇개 쳐말아먹냐 ㅋㅋㅋ,2
찐반 아니야,6
망햇다 망햇음 헤헤,3
어흐..,6
뭔각이냐 ㅋㅋㅋ,6
손흥민 쳐나가라 ㅋㅋ,4
역시 축구채팅은 드럽네,6
나이스 졋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
찝,5
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
까보자,6
망함,5
무한 동력이네..,1
기업 (사장과 나밖에 없음),6
얼마나 잃고싶은지 감도안옴 ㅋㅋㅋ,0
말하면 스포밴이자나요 ㅠㅠ,5
닉스 너무 쌈 ㅠ,3
그러게요ㅎㅎ,6
체코한테 진다고? ㅋㅋㅋㅋ,6
제발 살려줘,5
할인중,6
닥쳐 시바,2
물어!!!,6
하면 해야지,6
오옹 나이스,0
같이,6
뭐죠 w자 탈모 곡선인가요?,6
자르지내셨나요,6
풀질러보자~~,6
ㅈㅈ다,6
룩삼 유튜브에서만 봤는데 이런 대화도 하는구나,6
짜증나,2
ㄷㄷㄷㄷ ㅠㅠㅠ 녹아녹아 ㅠㅠ,5
인제 파악 다했는데,6
명보형 제발 그만해줘 제발,5
아어아아ㅏ어ㅏ아앙,6
아니 기회가 얼마나 많았는데 {:d_58:}{:d_58:}{:d_58:}{:d_58:}{:d_58:}{:d_58:},2
리센느 노래 월드컵도 하나요,6
뒤로존나돌리고 뭐 하는게 없네,4
케인 엄살은 ㅋㅋㅋ,6
왜 화를 남한테푸냐,6
낙폭이 좀 쭈럿다,6
zzzzz,6
진엔딩ㄱㄱㄱㄱㄱ,6
와 싀벌,1
파울이노파울이노,6
비명 질러보자,6
귀여워,6
진짜 홍명보 쳐 나가라,4
지금이니?,6
아 오늘 진짜 발려서 개짜증남 ㅡㅡㅋㅋㅋ,6
오늘도와줬네 고마워,6
/쫄피티//쫄피티//쫄피티/,6
단타 잘하시는.분들 부럽네요 ㅠㅜ,3
환율살려,5
오늘 세일 끝이다,6
치트엔진 습관을 못버린 나,6
160가줘 제발..,5
와 진자;;,6
ㄷㄷ 괴믈 배고픈가봐 꼬르륵하네,1
도란 스발,2
야스란 종목이 상한가에 있는데 뭔가요,6
캬ㅑㅑ,0
닉스는 넥스트 장에서 사고침,6
도란 스발,2
볼좀 뒤로 빼지말고 움직이질않네ㅐ ㅋㅋㅋㅋ,2
잘하네...,3
크로스가 골된거같은디 ㅋㅋㅋ,6
또 공략 보고 함?,6
픽포드 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
니들은 그냥 져라 ㅋㅋ,2
이,6
왜 아무도 안 붙어,4
케인 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
룩삼 야~~호,6
썩은 축협의 결과물,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
오늘은 삼성전기 난리났다구~~~~~~~~,6
노 노 노 노 노 노 노 노 노 노 노 노,6
명보~~,6
어지럽다 어지러워,2
삼계탕? 워,6
신음 ㅋㅋ,6
잘부르네,6
진짜 ㅈㄴ못한다,4
위아래 다발라먹는구나 외국인이,6
유입 나다,6
너 한국인이제 ㅋㅋ,6
전술이 있어야 뭐를 하지,4
병들ㅋㅋㅋ,4
살려줘~~~,5
교체도안하고 대체 뭔생각이냐? 집중력다떨어져있는거보이지도않나,2
하닉곱버스 거래대금 ㄷㄷㄷㄷ,1
지금 들어가면 부자됨,6
뭐야 이거 ㅋㅋㅋㅋ,1
어차피 망한거 더 망치고 욕이나 실컷 먹어라!!!!!!,2
코인방송인가요?,6
트름뭐냐,6
응 노반칙,6
홍명보 엎드려,6
존나 웃기네,0
아아아아,6
아무도안막네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
그럼 바로 밴이잖아요 ㅠㅠ,5
역배팅 헷는데 이걸!!!!,2
드러눕기ㄷㄷㄷ,1
오 ㅏㅅㅂ,1
돌맹이 모드,6
골 인정 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
사실 이런이야기만 한다고 하면 안되겠죠~,6
ㅈ버그 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이거 유튜브 올라옴?,6
???????????????????????,1
염색영도 ㄱㄱ,6
ㅈㄴ섬뜩하네,5
소녀가장...,6
장난하냐 ㅋ,4
스틸 당함 세레머니,6
도망가 ㅅㅅㅅ,6
듣나본데,6
어흐....,6
뭐야 ㄷ,1
꼼깸 쳐내,4
ㅑ,6
뭐하는거야ㅋㅋㅋㅋㅋ,1
자리 말도 안되는데 좀 무서운 자리기도함 ㅜㅜ...,5
삼전컨콜할때 잠간 올랐음,6
고 투 헬 지옥에나 가라,6
160가줘 제발..,5
마 시스터스 리센느,6
강인이 개빡쳤노,6
그만 좀 내려라 전기 ㅠㅠㅠㅠㅠㅠㅠ 아놔 ㅠㅠ,3
개미투심 박살났어....ㅠ,3
힘들었다구여ㅠ,3
이론상 80프로,6
????,6
슈팅 지리네,1
N?,6
찐만두인과,6
살벌하다 sk ee,5
어제 말씀하신 그 봉이 나왔어요 핫도그 봉,6
밑에도 있네요,6
너무 막 들어가..ㅠ,3
감동매매했어요?,6
동계 올림픽,6
지금이야 가즈아,6
와 다라이 ㅅㅂ,1
이게 대한민국이지 ^^,2
ㅁㅊ,1
명보는 교체도 없노,6
수제요리,6
맹보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
채팅제거 안된다고 빡대가리들아,6
보노보노 어디?,6
티배깅,6
티원 다운 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
조졌네,5
두근,6
나이스 졋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
와 눈 ㅅㅂㅋㅋㅋㅋ,1
규리양,6
졋네,3
매수실패 ㅅㅅㅅㅅㅅㅅ,6
개미트랩입니다,6
....,3
명보가 월드컵 2번 망쳐놓음. 역적이다,6
아무도안막네 ㅋㅋㅋㅋ,3
단타를 어케 .. 와.. 못해 ㅠㅠ,5
살려줘요ㅠ,5
이래서 베인 할줄 알아야 하네 ㅠㅠ,6
홍명보와 정몽규가 넣은거지,4
카르마 이슈 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
소리 작아졋으,6
저걸 못 막노,6
너 꼽이야?,2
뭉멘,6
체팅제거 안된다고 그만해라!!!!!!!!!!!!!!!!!!!!,6
지금지니,6
매파적동결 ㅠㅠ,3
오너 한타를 끝내는 자살궁 진짜 뭐지요,6
골이노,6
컨퍼런스콜 개못해서 빠지나,6
어이쿠 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
첨벙첨벙 소리 개빡이다 ㅅㅂ,5
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아니 도망안가고 뭐해?,6
한본어 레전드ㅋㅋ,6
그만 누워라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
ㅋㅋㅌㅌㅋㅋㅌ,0
앗싸! 한국 축구 망했다!!!나이스!!!!,3
지누엔딩 굳이 봐야되나요,6
{:d_60:}{:d_60:}{:d_60:}{:d_60:}{:d_60:}{:d_60:}{:d_60:}{:d_60:}{:d_60:}{:d_60:},6
학폭 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
마빡이라고 불러 보자,6
삼성전기봐주세요ㅠㅠㅠㅠㅠㅠㅠㅠ,3
옆집은 에어컨 팔아서 그런가?,6
사린마ㅠㅠ,3
학폭이슈,6
한명을 못 뚫노,4
아..,1
개지리노,1
그럼 바로 밴이잖아요 ㅠㅠ,5
제발ㅜㅜㅜㅜㅜㅜㅜ,3
닉스 너무 쌈 ㅠ,3
왜 처들어간거야,2
진도준도 이건 못먹음 ㅇㅇ,6
화장실,6
홍명보 구속~~,4
너무힘들어요,3
과감해진석윤,6
화장실이 진짜지.....,5
비상탈출,6
또 낚여?,6
아니 수비 안 하냐고,2
레버리지 20퍼씩 움직인거네,6
미친 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
뭉탱교 신자 살려 ㅠㅠ,6
대한민국선수분들힘내세요화이팅,6
하아...,2
말투 존내 웃기네,6
인중냄새를 음미하는 나,6
괜히 떠난다는 선택지 있는게 아닐텐데,6
ㅇㅊ감섬,6
손흥민빼라,6
미쳤따,6
살걸...,3
멀뚱멀뚱 ㅋㅋㅋㅋ ㅅㅂ,4
헤딩 하나는ㅋㅋㅋㅋㅋㅋ,1
이거지,6
오르겟네,6
귀먹었네,6
찝찝하다,5
우와 미쳤다,1
야이ㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣㅣ,2
/영포티제거모드,6
ㅆㅂ,4
슈또속 ㅋㅋ,0
정몽규 보여주자 마자 골먹네 왜 보여줬어,4
저게 무슨 각도고???,6
골기퍼 왜이래 ;;,4
홀란 점프 ㅋㅋㅋㅋㅋ 와,1
브이엠도 봐주십숑.....ㅠ,5
힘들었다구여ㅠ,3
ㅈ댓다 물뭔데 이거 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
???????????????????????,1
볼.뒤로.돌릴때부터 불안하더니.ㅋㅋㅋ,5
미친 원더골 ㄷㄷ,1
소리우열모르네요,6
삼전기 한 번만 봐줘요 ㅠㅜ,3
난 못먹었을뿐이고....,3
/채탱제거,6
칼이나 폰 올려봐요,6
홀란드 ㄷㄷ,1
꼼깸 쳐내,4
단타 잘하시는.분들 부럽네요 ㅠㅜ,3
베인세긴해,6
슈카님 하닉270까진 언제올까요? ㅠㅜㅜㅜㅜㅜㅜㅜㅜ,5
망했썩,1
걍 접시만 관찰하네,6
진짜 개몬한다,4
부처가 왜 나오지?,6
야호~~,6
맹글랜드,6
ㅋㅋㅋㅋㅋㅋㅋㅋ아이런 쒯!,1
이러면 아르렌티나 매수네 아르렌티나 매수네 아르렌티나 매수네 아르렌티나 매수네,6
무받기,6
대한ㅁ;ㄴ구 개병신년들아ㅜ,4
1000억 슈카 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
아 페이커 얄미로워!!!!!!!!!!!!!!!!!,2
손흥민 쳐나가라 ㅋㅋ,4
오 ㅎㅎ,6
븅신들,4
포켓몬 종주국 ㄷㄷ,6
배팅 자리긴해,6
호노,6
머기업 가황..,6
아니 도란 점멸 왜 째다가 이상하게 쓴 거야?,2
가짜일본인 저격인각요?,6
나야 나 ㅋ,6
rp지켜주자고~,6
타임머신타야가능,6
아까도 그렇고 라인압박을 안하냐,6
알구가자,6
ㄲㅈ,4
슈형 사면 급낙!!,6
박살나는 중,3
(눈치),6
자 모두 탑승하세요.,6
만명이보고있냐 회사안가나,6
박명수안경시절의 하이에나 같은 투자가 그립다,6
ㅋㅌㅋㅋㅌㅋㅋㅌㅋㅋㅌㅋㅋ,0
변기칸에 숨어야되나봐,6
내 동생들 ㅇㅇ,6
와 ㅋㅋ,0
코스피 학폭이슈,6
면도날 시절 ㄱㄱ,6
노르웨이 바로 공격적으로 ㄷㄷ,6
윤가야,6
진짜 다시하시네ㅠ,3
인버스 레버리지 때문이자나 오늘 인버스로 돈 버니 알겟더라,6
개지리노,1
차트보면 사고 싶지 않음..,4
태석이 빼라,4
밴유도,6
탑차이!!!!!!!,2
{:lck_32:}{:lck_32:}{:lck_32:}{:lck_32:}{:lck_32:},6
에렌??,6
이거 삼닉 레버리지임?,6
ㄱ?,6
아 씨바 저걸 못 막네,4
그건 알아야지 새끼야,6
삼전기 한 번만 봐줘요 ㅠㅜ,3
훈수잖아요ㅎㅎ,6
이기혁 또 놓치냐...,3
개미들 겁나 팔아재낌..또 외인이...,2
VAR 봐야겠느데,6
레오나 반핃 ㄷ,1
찝찝맨,6
와 소리 ㅅㅂ;,5
살벌하다 sk ee,5
아니야 더 사야지,6
머하나 ㅋㅋㅋ,0
안오는데,6
니들은 그냥 져라 ㅋㅋ,2
와 뭐야,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
찝찝맨...,5
짜증난다 ㅅㅂ,2
"가자가자가자 할수있다 가자가자가자 할수있다 가자가자가자 할수있다 가자가자가자 할수있다 가자가자가자 할수있다 꿈은 이루어진다. 꿈은 이루어진다. 꿈은 이루어진다. 꿈은 이루어진다.,",6
0뭉용,6
사무계따,6
그 쉬운것을 못하네 참내~,6
일 끝나고,6
공략컵 인정못해,6
ㅆㅂ,4
걍 싸질러,6
아니 기회가 얼마나 많았는데 {:d_58:}{:d_58:}{:d_58:}{:d_58:}{:d_58:}{:d_58:},2
이게 도박이야 주식이야,5
5천이 끝일지 더 밑이 있을지 감도안온다리요,6
헉!!,1
와 ㅁㅊ ㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅈㄴ 시끄러운데,2
바진ㅋㅋㅋㅋㅋㅋㅋ,6
뒤져라 체이커,2
답답하면 니네가 뛰어라,2
탑차이!!!!!!!,2
박살나는중,2
영도보기 전입니다,6
윙어들이 너무 못해,6
{:lck_15:}{:lck_15:}{:lck_15:}{:lck_15:}{:lck_15:}{:lck_32:}{:lck_32:}{:lck_16:}{:lck_16:}{:lck_16:},6
직스를 직켜라,6
똥칸 편 ㅡㅡ 안,6
진짜 ㅈㄴ못한다,4
장난하냐,2
맹보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
야르~,6
골ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
내일 바로 번지 ㅋㅋ,6
자 어깨걸자욧,6
골키퍼 뭐하는 놈이냐,2
표정 개웃기네 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,0
나이스샷 ㅋㅋㅋㅋㅋㅋ,0
대표가 아스날 팬임,6
ㅋㅋㅋㅋ 도박장입니다,1
꼴!!!!!!!,6
노래불러도 안올듯,6
영도 ㅎㅎㅎㅎ,6
RP 특이하시네,6
공,6
아니네,6
골 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㄱ,0
"명보 하 ,,,",2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
돌쌤들 미안해,6
지수구존,6
코스닥 780 ..,6
와.. ㄷㄷㄷ 맙소사,1
뻥국 답도 없노,6
괴물 ㅈㄴ 골리네,6
손흥민 백승호좀 쳐 빼라,4
명보차이,4
룩삼 야-호,6
개미들 겁나 팔아재낌..또 외인이...,2
정몽규보여주자마자 골쳐먹혔네 에휴 짐싸라 그냥,4
아무래도..,6
홀랑~~~~~,6
형 오늘이야! ㄱ 삽시다형 오늘이야! ㄱ 삽시다형 오늘이야! ㄱ 삽시다,6
삼성전기 시총 순위가 ㅜㅜㅜ,3
망해가는 사장님 ㅋㅋㅋ,6
조현우는 막았따,6
뿌웅,6
짜증나,2
누가 이기나 해봐요,6
RP 지켜주세요,6
아 페이커 얄미로워!!!!!!!!!!!!!!!!!,2
이제 망한건가요,5
골 아닌듯,6
미치,6
ㅋㅋㅋㅋㅋㅋㅋㅋ아이런 쒯!,1
물도 못타겠어ㅠㅠㅠㅠ,3
돌려돌려~~~~,6
야호~~~~~~~~~~~,6
거울임?,6
주주환원좀 해라 기업꼬라지들,6
50분 겜 하겠네,6
낚시바늘 이라니까,6
머꾸,6
줴줴...........,6
네ㅔ,6
왼쪽 라인이 ㅄ인데,4
쌈아 1페이지 글봐줘,6
케인ㅋㅋㅋㅋㅋㅋㅋㅋ일름보냐,6
무슨 3차전까지 가냐,6
..,3
웃상이네,6
노저을꺼니까~,6
신의 눈,6
조현우 넣어라 ㅅㅂㅂㅂ,2
삼성전기 살려주세요ㅜㅜ,5
재밌네 ㅋㅋ,1
남고냄새나용 ㅠㅠ,3
완숙계란맛좀 보여주자,6
홍망보,6
키옥시아는 20퍼를 떨구네 ㅋㅋㅋㅋ,1
자기위로하지말고 정신차리자,2
졸라 몬하네 ㅋㅋㅋ,4
메챠 난까,6
알아본다면서 1년만에 함,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
미장도 쫌 떨어졌던데,6
주저하나,6
누구 유혹하시려고 염색하시나요?,6
므하니.,3
4번째는 속아야지,6
미친....,1
쫄아서 바로 문닫음 ㅋㅋㅋㅋㅋㅋ,0
ㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
꼽기견 뭐냐,2
ㅈㄴ빠르네,6
코오롱 티슈진 진짜,6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ 믿었다 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
이게 시총 2위라고?,6
오너 진짜 ㅋㅋㅋㅋ,4
환불해줘~,4
입 벨튀 ㄷㄷ,1
와 이사람 코 진짜 크다,1
연경?,6
픽포드 리치가 짧다,6
가능한거냐고,6
실시간 음전하는거 아녀?,6
홍명보 나가!,4
몽규 느가라,4
강원랜드는 진짜 노잼.. 코인도 노잼... 하닉 2배 짜리 꿀잼,6
으ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ,3
이걸살아?,1
수,6
아잇따잇,6
어닝콜 차이,6
카에데상!,6
뿌직,6
내일 깰라고?,6
무섭다.. 난 안되겠다..,5
고민 좀 하고 ~,6
맹보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
골ㅅㅅㅅㅅㅅㅅㅅㅅ,0
풋풋하다 풋풋해,6
어떻게 달려오는애를 아무도 마크를 안하냐,2
가불기 ㄷㄷㄷㄷㄷ,1
역겹다 저 여자 심장 아니야..,4
이게 무슨 계단식 하락임 절벽식 하락이지ㅜㅜ,3
오옹 나이스,0
메이일본인이구나,6
가쎡,6
소주가 답이다,6
그때 마크에서 윤상 하시던분,6
오오오,0
ㅈ같닼ㅋ,4
이러면 유리한데,6
케엄살 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
캬ㅑㅑ',1
